Rk,School,G,Pts,Cmp,Att,Pct,Yds,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,Pass,Rush,Pen,Tot,No.,Yds,Fum,Int,TO
1,Illinois,7,8.9,13.3,30.3,43.9,143.3,0.3,28.1,77.9,2.8,0.4,58.4,221.1,3.8,6.1,4.3,1.9,12.3,4.7,42.0,0.7,1.7,2.4
2,Georgia,7,9.1,16.6,30.4,54.5,163.7,0.6,25.3,83.4,3.3,0.1,55.7,247.1,4.4,7.0,4.6,1.1,12.7,5.9,45.9,0.4,0.9,1.3
3,Michigan,7,12.1,16.7,32.1,52.0,164.1,0.7,29.9,85.9,2.9,0.6,62.0,250.0,4.0,8.0,5.3,1.4,14.7,3.0,32.0,0.4,0.6,1.0
4,San Jose State,6,14.5,15.5,25.7,60.4,169.0,1.0,36.2,126.3,3.5,0.7,61.8,295.3,4.8,8.2,6.8,1.0,16.0,7.2,64.3,0.7,1.2,1.8
5,Ohio State,7,14.9,14.0,25.1,55.7,149.0,0.9,31.9,90.9,2.9,0.6,57.0,239.9,4.2,5.9,4.3,1.7,11.9,5.6,45.9,0.7,1.0,1.7
6,Iowa State,7,15.1,15.9,27.4,57.8,184.4,1.3,31.9,105.3,3.3,0.6,59.3,289.7,4.9,8.0,6.3,1.7,16.0,5.0,41.6,0.9,0.6,1.4
7,Syracuse,7,15.1,18.0,28.3,63.6,173.0,0.7,34.0,123.3,3.6,1.1,62.3,296.3,4.8,7.3,7.7,1.3,16.3,7.3,62.7,0.9,1.0,1.9
8,Iowa,7,16.1,19.6,32.6,60.1,174.0,1.0,35.6,104.3,2.9,0.4,68.1,278.3,4.1,8.0,7.6,0.9,16.4,6.0,47.7,0.7,1.0,1.7
9,Kentucky,7,16.4,16.1,28.9,55.9,178.3,0.6,29.7,117.1,3.9,1.0,58.6,295.4,5.0,8.0,5.1,1.0,14.1,6.1,47.1,0.3,0.9,1.1
10,Minnesota,7,16.4,18.4,29.1,63.2,179.9,1.1,29.0,114.6,4.0,0.7,58.1,294.4,5.1,8.3,6.7,0.9,15.9,5.4,49.1,0.4,1.0,1.4
11,Alabama,8,16.6,18.6,34.9,53.4,201.8,1.0,34.6,93.9,2.7,0.9,69.5,295.6,4.3,8.6,6.8,2.9,18.3,6.9,53.8,0.6,0.4,1.0
12,Marshall,7,16.6,16.0,31.4,50.9,206.3,1.1,30.9,78.1,2.5,0.4,62.3,284.4,4.6,7.4,4.4,1.3,13.1,4.7,35.4,0.7,1.7,2.4
13,Air Force,8,16.8,13.8,22.3,61.8,162.3,0.8,30.4,126.4,4.2,1.1,52.6,288.6,5.5,7.4,6.8,0.5,14.6,4.4,34.8,0.8,0.8,1.5
14,North Carolina State,7,16.9,19.1,33.0,58.0,188.4,1.0,28.0,122.4,4.4,1.0,61.0,310.9,5.1,8.0,6.0,1.7,15.7,6.1,60.3,0.3,1.6,1.9
15,UCF,7,17.1,20.3,35.3,57.5,226.7,0.7,32.9,127.4,3.9,1.1,68.1,354.1,5.2,10.6,6.3,2.7,19.6,6.4,52.6,0.7,0.3,1.0
16,Tulane,8,17.4,17.6,28.8,61.3,184.6,1.5,36.4,129.0,3.5,0.5,65.1,313.6,4.8,7.9,7.8,0.5,16.1,5.6,46.3,0.6,1.0,1.6
17,Troy,8,17.6,22.9,37.1,61.6,227.9,1.1,33.1,101.3,3.1,1.0,70.3,329.1,4.7,11.0,6.9,1.6,19.5,6.3,61.0,0.6,1.0,1.6
18,UAB,7,17.7,17.0,31.0,54.8,169.3,0.6,36.4,154.6,4.2,1.7,67.4,323.9,4.8,8.4,7.9,1.6,17.9,6.9,59.7,0.7,1.3,2.0
19,Boise State,7,18.4,9.9,20.3,48.6,128.9,0.7,37.0,112.3,3.0,1.0,57.3,241.1,4.2,4.6,6.9,0.9,12.3,6.9,46.9,0.4,0.7,1.1
20,Penn State,7,18.9,19.7,38.9,50.7,232.9,0.9,33.7,140.1,4.2,1.1,72.6,373.0,5.1,10.1,8.3,1.7,20.1,6.6,55.9,1.0,1.0,2.0
21,Louisiana,7,19.0,20.0,34.7,57.6,219.3,0.9,33.6,123.1,3.7,1.4,68.3,342.4,5.0,9.0,6.9,2.4,18.3,7.6,59.7,0.7,1.7,2.4
22,Kansas State,7,19.7,20.7,34.6,59.9,230.0,1.4,36.9,144.6,3.9,0.7,71.4,374.6,5.2,10.3,8.0,1.1,19.4,6.3,49.0,0.3,1.3,1.6
23,South Alabama,7,19.7,18.9,31.6,59.7,215.9,1.6,31.7,99.9,3.1,0.6,63.3,315.7,5.0,8.6,6.7,2.4,17.7,5.3,49.6,0.9,1.3,2.1
24,Clemson,8,19.9,23.4,38.3,61.1,244.6,1.6,29.5,87.9,3.0,0.6,67.8,332.5,4.9,11.0,5.9,2.1,19.0,6.5,58.0,0.6,0.9,1.5
25,Texas A&M,7,20.4,16.7,29.6,56.5,174.4,1.3,39.9,179.3,4.5,0.9,69.4,353.7,5.1,8.7,9.4,2.1,20.3,6.7,68.6,1.4,0.3,1.7
26,Louisville,7,20.6,17.9,28.4,62.8,217.6,1.4,35.4,138.7,3.9,1.1,63.9,356.3,5.6,8.3,8.0,1.9,18.1,9.9,69.7,0.9,1.4,2.3
27,Washington State,7,20.7,21.3,33.3,63.9,243.6,1.4,36.1,123.7,3.4,0.7,69.4,367.3,5.3,10.1,7.6,1.4,19.1,7.1,62.0,0.4,0.9,1.3
28,Ole Miss,8,20.8,19.6,31.5,62.3,207.8,1.1,40.4,157.5,3.9,1.4,71.9,365.3,5.1,9.0,9.9,1.4,20.3,5.9,49.1,0.9,0.8,1.6
29,James Madison,7,20.9,18.1,33.0,55.0,238.4,1.7,29.7,54.9,1.8,0.7,62.7,293.3,4.7,9.6,3.0,1.4,14.0,5.3,43.9,1.0,1.0,2.0
30,LSU,8,21.1,16.0,28.3,56.6,204.4,1.0,34.9,141.9,4.1,1.4,63.1,346.3,5.5,8.6,7.8,1.6,18.0,6.1,61.3,1.0,0.6,1.6
31,Texas,8,21.1,25.5,39.5,64.6,249.3,1.1,36.6,121.6,3.3,1.4,76.1,370.9,4.9,12.5,7.0,2.1,21.6,6.3,45.4,0.3,0.8,1.0
32,Rutgers,7,21.3,18.1,30.9,58.8,196.4,1.3,29.9,87.4,2.9,1.1,60.7,283.9,4.7,8.9,5.6,2.1,16.6,6.7,52.7,0.3,1.3,1.6
33,San Diego State,7,21.4,20.4,34.6,59.1,222.4,1.7,33.3,147.9,4.4,1.3,67.9,370.3,5.5,10.0,8.1,1.3,19.4,6.0,47.1,0.7,0.9,1.6
34,Liberty,8,21.5,17.8,32.8,54.2,207.0,1.1,34.8,123.3,3.5,1.1,67.5,330.3,4.9,9.0,5.6,2.3,16.9,8.0,63.4,0.9,1.4,2.3
35,Notre Dame,7,21.9,17.9,30.4,58.7,202.0,1.6,34.7,139.4,4.0,1.1,65.1,341.4,5.2,8.1,8.0,1.6,17.7,5.1,43.4,0.4,0.1,0.6
36,Southern Mississippi,7,21.9,20.7,33.3,62.2,238.0,1.4,36.7,111.9,3.0,1.0,70.0,349.9,5.0,10.0,7.3,1.6,18.9,6.7,58.6,0.1,1.3,1.4
37,Wisconsin,8,21.9,19.1,31.3,61.2,228.9,1.4,33.1,113.9,3.4,1.5,64.4,342.8,5.3,9.9,6.1,2.0,18.0,5.3,51.0,0.3,1.8,2.0
38,Cincinnati,7,22.0,16.6,32.3,51.3,185.3,1.6,42.7,120.1,2.8,1.3,75.0,305.4,4.1,9.3,7.1,3.6,20.0,4.3,40.1,0.6,1.0,1.6
39,Western Kentucky,8,22.0,22.1,36.3,61.0,224.1,1.4,37.6,133.9,3.6,1.1,73.9,358.0,4.8,10.3,8.0,2.4,20.6,7.4,67.1,1.3,1.4,2.6
40,Duke,8,22.1,22.1,35.4,62.5,262.9,2.0,33.9,131.0,3.9,0.8,69.3,393.9,5.7,11.9,7.8,2.0,21.6,5.5,57.5,1.9,0.6,2.5
41,USC,7,22.1,20.7,33.0,62.8,231.0,1.0,33.1,150.6,4.5,2.0,66.1,381.6,5.8,11.7,8.3,2.3,22.3,5.9,53.0,0.7,1.7,2.4
42,Utah,7,22.3,16.4,28.4,57.8,208.1,1.6,30.9,142.0,4.6,1.3,59.3,350.1,5.9,9.3,7.0,1.1,17.4,8.1,67.4,0.4,1.4,1.9
43,California,7,22.6,25.6,39.4,64.9,275.1,1.7,31.0,116.1,3.7,1.1,70.4,391.3,5.6,13.3,7.0,1.1,21.4,6.7,64.7,0.7,1.1,1.9
44,Virginia,7,22.6,19.4,31.3,62.1,202.6,1.0,40.1,147.7,3.7,1.3,71.4,350.3,4.9,10.3,7.7,2.3,20.3,7.0,63.0,1.1,0.7,1.9
45,Florida State,7,22.7,17.0,27.9,61.0,175.0,1.7,39.9,157.0,3.9,1.0,67.7,332.0,4.9,9.6,8.9,2.0,20.4,6.1,52.4,0.6,0.6,1.1
46,Oregon State,8,22.8,19.3,34.8,55.4,230.6,1.0,29.4,120.3,4.1,1.5,64.1,350.9,5.5,8.8,8.1,1.9,18.8,5.5,50.4,0.5,1.3,1.8
47,Mississippi State,8,22.9,20.1,34.1,59.0,227.1,1.3,32.5,137.4,4.2,1.5,66.6,364.5,5.5,8.6,7.6,3.1,19.4,6.6,47.6,0.6,1.1,1.8
48,Miami (OH),8,23.0,20.8,34.8,59.7,230.8,1.3,34.8,111.3,3.2,1.4,69.5,342.0,4.9,10.6,6.9,2.3,19.8,5.8,52.0,0.9,0.8,1.6
49,East Carolina,8,23.1,20.4,31.1,65.5,280.5,1.6,35.0,112.4,3.2,1.0,66.1,392.9,5.9,11.9,7.8,0.8,20.4,5.8,52.1,0.6,1.0,1.6
50,Missouri,7,23.1,17.6,31.7,55.4,198.7,0.9,33.3,126.7,3.8,1.3,65.0,325.4,5.0,8.3,7.4,1.4,17.1,4.7,37.0,0.7,0.9,1.6
51,Tennessee,7,23.1,28.7,46.0,62.4,329.7,1.4,31.6,91.0,2.9,1.3,77.6,420.7,5.4,16.0,5.9,2.9,24.7,9.6,69.3,1.0,0.9,1.9
52,Fresno State,7,23.6,15.4,28.4,54.3,189.1,1.1,37.4,162.1,4.3,1.6,65.9,351.3,5.3,8.7,8.7,2.1,19.6,6.0,51.9,0.3,0.3,0.6
53,Miami (FL),7,24.0,15.6,26.4,58.9,232.6,1.4,33.6,112.7,3.4,1.3,60.0,345.3,5.8,8.3,6.1,1.3,15.7,7.4,65.0,0.7,1.0,1.7
54,Wake Forest,7,24.0,19.6,34.4,56.8,238.7,2.1,36.4,136.3,3.7,0.7,70.9,375.0,5.3,9.3,7.9,0.9,18.0,7.1,63.4,1.0,0.7,1.7
55,Baylor,7,24.1,20.7,33.7,61.4,233.0,1.3,32.7,108.1,3.3,1.3,66.4,341.1,5.1,10.0,6.9,1.4,18.3,6.1,50.1,0.6,0.6,1.1
56,Maryland,8,24.1,24.8,39.9,62.1,260.0,1.9,35.3,120.3,3.4,1.1,75.1,380.3,5.1,11.5,8.5,3.3,23.3,4.4,38.5,0.6,0.9,1.5
57,Texas State,8,24.1,22.5,34.0,66.2,230.5,0.9,34.5,125.0,3.6,1.9,68.5,355.5,5.2,9.9,6.1,1.3,17.3,5.6,54.5,0.8,1.1,1.9
58,Buffalo,8,24.8,16.9,29.6,57.0,220.6,1.1,34.5,171.9,5.0,1.8,64.1,392.5,6.1,9.3,7.0,2.0,18.3,7.0,64.1,1.3,1.0,2.3
59,Wyoming,8,24.8,19.9,32.6,60.9,223.4,1.6,36.3,143.1,3.9,1.5,68.9,366.5,5.3,9.3,8.0,1.5,18.8,5.9,55.1,0.6,0.6,1.3
60,New Mexico,8,24.9,18.0,29.9,60.3,216.3,1.1,34.0,135.9,4.0,1.5,63.9,352.1,5.5,8.5,7.0,2.1,17.6,6.0,63.5,0.8,1.0,1.8
61,South Carolina,7,24.9,16.1,29.6,54.6,192.4,1.6,39.0,168.1,4.3,1.6,68.6,360.6,5.3,8.4,10.0,2.6,21.0,7.4,63.9,0.3,1.3,1.6
62,Virginia Tech,7,25.1,19.7,33.4,59.0,222.7,1.0,33.1,133.9,4.0,1.6,66.6,356.6,5.4,9.4,7.6,3.0,20.0,7.1,64.1,0.4,0.3,0.7
63,Purdue,8,25.5,16.9,30.3,55.8,242.8,2.1,31.1,110.0,3.5,0.9,61.4,352.8,5.7,9.6,5.4,2.3,17.3,6.1,59.1,0.4,1.3,1.6
64,Pitt,7,25.9,17.6,33.1,53.0,208.7,1.4,31.9,124.9,3.9,1.3,65.0,333.6,5.1,9.0,5.7,2.6,17.3,6.4,55.7,0.6,0.9,1.4
65,Temple,7,25.9,17.1,26.4,64.9,190.4,1.6,41.7,179.9,4.3,1.4,68.1,370.3,5.4,8.6,8.3,1.6,18.4,6.1,48.4,0.3,0.6,0.9
66,UCLA,7,25.9,23.6,36.7,64.2,251.1,1.9,34.4,122.3,3.6,1.1,71.1,373.4,5.2,11.0,9.1,1.9,22.0,6.3,54.7,0.9,1.0,1.9
67,Navy,7,26.1,19.0,28.4,66.8,272.6,2.4,29.9,102.4,3.4,0.7,58.3,375.0,6.4,10.1,5.1,1.3,16.6,5.9,49.1,1.1,0.6,1.7
68,Georgia Tech,7,26.3,19.0,33.0,57.6,215.1,1.3,42.9,177.4,4.1,1.6,75.9,392.6,5.2,10.3,10.4,3.0,23.7,6.9,57.4,1.0,1.3,2.3
69,Old Dominion,7,26.4,22.1,34.4,64.3,266.0,1.6,44.3,180.1,4.1,1.7,78.7,446.1,5.7,11.6,9.4,3.0,24.0,7.0,60.3,0.9,1.0,1.9
70,TCU,7,26.7,18.4,34.4,53.5,260.1,1.6,36.0,138.4,3.8,1.7,70.4,398.6,5.7,10.9,7.9,1.0,19.7,4.9,40.6,0.3,1.1,1.4
71,Florida Atlantic,8,26.8,18.5,29.6,62.4,228.1,2.0,36.6,167.1,4.6,1.3,66.3,395.3,6.0,10.0,7.3,2.6,19.9,7.1,60.0,0.6,1.0,1.6
72,Texas Tech,7,27.0,17.6,31.4,55.9,218.9,1.1,34.7,136.0,3.9,1.4,66.1,354.9,5.4,9.3,6.3,1.6,17.1,6.4,58.9,0.7,0.7,1.4
73,Michigan State,7,27.1,22.4,32.9,68.3,269.0,2.3,38.3,153.3,4.0,1.1,71.1,422.3,5.9,13.4,7.7,1.7,22.9,7.7,71.6,1.1,0.3,1.4
74,Toledo,8,27.3,18.9,32.6,57.9,200.8,1.4,39.5,163.0,4.1,2.0,72.1,363.8,5.0,9.6,9.0,0.8,19.4,7.8,68.9,0.6,0.9,1.5
75,Stanford,7,27.4,16.6,28.4,58.3,214.4,1.7,36.0,187.6,5.2,1.6,64.4,402.0,6.2,9.0,9.0,1.9,19.9,7.7,70.9,0.4,0.4,0.9
76,Washington,8,27.6,20.0,31.1,64.3,256.6,2.5,33.8,110.4,3.3,0.9,64.9,367.0,5.7,11.9,7.3,2.0,21.1,6.0,45.9,0.3,0.8,1.0
77,UTEP,8,27.9,14.5,26.9,54.0,195.1,1.9,35.1,157.5,4.5,1.4,62.0,352.6,5.7,9.0,8.6,2.4,20.0,6.1,58.0,1.1,0.4,1.5
78,Arizona State,7,28.0,24.0,38.3,62.7,252.9,1.1,36.1,154.1,4.3,2.0,74.4,407.0,5.5,13.0,9.3,3.0,25.3,5.7,52.0,0.0,1.1,1.1
79,Ball State,8,28.1,20.0,33.4,59.9,211.1,1.4,44.5,185.1,4.2,2.3,77.9,396.3,5.1,10.4,10.4,2.1,22.9,6.9,61.6,0.9,0.6,1.5
80,Florida,7,28.1,19.9,30.6,65.0,244.3,1.1,41.4,185.0,4.5,2.1,72.0,429.3,6.0,11.9,11.4,0.7,24.0,5.1,41.9,1.0,0.9,1.9
81,Northwestern,7,28.1,17.0,28.6,59.5,220.9,2.0,41.6,187.6,4.5,1.7,70.1,408.4,5.8,9.4,10.1,2.0,21.6,5.9,53.9,0.7,0.7,1.4
82,Auburn,7,28.3,16.7,28.6,58.5,186.6,0.7,42.1,204.4,4.9,2.7,70.7,391.0,5.5,8.4,10.1,1.3,19.9,7.7,60.1,0.4,0.3,0.7
83,Nevada,8,28.4,15.3,26.6,57.3,201.0,1.3,40.1,181.4,4.5,1.6,66.8,382.4,5.7,7.5,8.8,1.8,18.0,10.0,84.3,0.8,1.3,2.0
84,Western Michigan,8,28.5,18.5,30.3,61.2,240.3,1.6,35.1,134.4,3.8,1.6,65.4,374.6,5.7,9.8,7.5,2.8,20.0,7.1,57.6,1.1,0.5,1.6
85,Oklahoma State,7,28.7,24.7,43.7,56.5,303.6,2.0,36.1,146.0,4.0,1.6,79.9,449.6,5.6,13.3,8.1,1.0,22.4,6.6,61.0,0.3,1.0,1.3
86,Appalachian State,6,28.8,17.7,27.7,63.9,215.3,1.3,36.0,122.5,3.4,1.8,63.7,337.8,5.3,10.5,7.3,1.8,19.7,6.2,55.0,1.0,0.5,1.5
87,New Mexico State,7,29.0,16.1,26.0,62.1,193.9,1.1,43.3,180.7,4.2,2.3,69.3,374.6,5.4,9.1,10.6,2.0,21.7,5.7,50.9,0.4,0.3,0.7
88,Oregon,7,29.0,25.9,38.3,67.5,273.4,2.1,27.3,110.6,4.1,1.3,65.6,384.0,5.9,14.1,5.9,2.4,22.4,5.4,48.9,0.4,0.9,1.3
89,Connecticut,8,29.1,21.6,32.8,66.0,238.5,1.4,37.0,156.0,4.2,2.0,69.8,394.5,5.7,10.9,9.8,2.1,22.8,4.4,37.4,0.5,0.9,1.4
90,Coastal Carolina,7,29.3,20.3,30.1,67.3,266.7,1.9,35.0,147.0,4.2,1.6,65.1,413.7,6.4,12.0,8.1,1.1,21.3,6.3,54.9,1.3,1.1,2.4
91,Army,7,29.4,16.9,25.4,66.3,192.0,1.9,39.0,212.4,5.4,2.0,64.4,404.4,6.3,9.1,11.6,1.9,22.6,4.9,34.4,0.4,0.6,1.0
92,SMU,7,29.4,16.9,30.0,56.2,219.7,1.3,46.0,204.7,4.5,2.1,76.0,424.4,5.6,8.9,10.0,1.4,20.3,9.7,84.9,0.9,0.6,1.4
93,UTSA,8,29.4,21.5,35.1,61.2,269.0,1.6,35.6,150.4,4.2,1.6,70.8,419.4,5.9,11.0,7.9,1.5,20.4,7.6,65.1,0.4,0.5,0.9
94,Colorado State,7,29.7,21.0,33.9,62.0,223.0,1.4,37.4,157.3,4.2,1.9,71.3,380.3,5.3,10.9,8.6,1.9,21.3,4.7,41.9,0.6,0.9,1.4
95,UNLV,8,29.8,16.6,27.6,60.2,212.5,1.5,42.1,171.8,4.1,2.0,69.8,384.3,5.5,8.5,10.6,2.1,21.3,4.6,42.8,0.3,1.5,1.8
96,Central Michigan,8,29.9,20.9,33.5,62.3,245.1,2.0,37.4,121.4,3.2,1.8,70.9,366.5,5.2,11.6,7.4,1.5,20.5,6.6,56.9,0.8,0.3,1.0
97,Georgia Southern,8,30.4,21.0,34.8,60.4,270.1,1.5,37.8,210.6,5.6,2.3,72.5,480.8,6.6,11.3,11.0,1.3,23.5,7.4,64.9,0.4,1.0,1.4
98,Rice,7,30.4,16.4,27.4,59.9,196.7,1.9,34.0,152.3,4.5,1.3,61.4,349.0,5.7,8.3,8.0,2.7,19.0,8.0,72.7,0.7,0.9,1.6
99,Eastern Michigan,8,30.6,18.4,30.6,60.0,217.0,1.9,38.5,165.1,4.3,1.8,69.1,382.1,5.5,10.1,8.6,3.1,21.9,8.5,79.6,0.5,0.5,1.0
100,Indiana,8,30.6,21.8,34.1,63.7,259.5,2.4,43.1,155.3,3.6,1.1,77.3,414.8,5.4,11.6,8.3,1.8,21.6,8.8,80.3,0.6,0.6,1.3
101,Kansas,8,30.6,23.4,35.3,66.3,277.5,1.6,41.3,161.6,3.9,2.3,76.5,439.1,5.7,13.5,8.9,2.0,24.4,5.0,39.5,0.9,1.0,1.9
102,Boston College,7,31.0,18.9,32.6,57.9,232.4,1.9,36.7,147.3,4.0,2.0,69.3,379.7,5.5,10.6,7.4,2.1,20.1,5.7,46.4,0.3,0.7,1.0
103,Oklahoma,7,31.0,20.7,32.7,63.3,239.7,1.9,43.3,207.4,4.8,2.3,76.0,447.1,5.9,12.0,11.6,2.4,26.0,5.0,41.9,0.3,0.9,1.1
104,Arkansas State,8,31.1,17.4,29.0,59.9,260.8,2.6,37.1,148.3,4.0,1.5,66.1,409.0,6.2,9.6,8.9,2.3,20.8,7.8,72.9,0.6,0.4,1.0
105,Memphis,8,31.1,24.1,37.9,63.7,283.5,2.0,35.3,126.6,3.6,1.8,73.1,410.1,5.6,12.5,7.4,1.6,21.5,5.1,44.1,0.5,1.1,1.6
106,Nebraska,7,31.3,25.1,41.3,60.9,281.3,1.7,38.9,190.4,4.9,2.1,80.1,471.7,5.9,13.3,10.0,1.6,24.9,6.4,59.7,0.4,1.0,1.4
107,Utah State,8,31.3,15.0,28.1,53.3,194.5,1.8,42.4,204.4,4.8,1.6,70.5,398.9,5.7,9.1,10.6,2.3,22.0,7.3,59.5,0.4,1.0,1.4
108,Brigham Young,8,31.6,19.6,29.3,67.1,219.3,2.1,42.5,203.0,4.8,1.8,71.8,422.3,5.9,10.8,10.5,2.5,23.8,6.1,53.4,0.4,0.8,1.1
109,Middle Tennessee State,7,31.6,23.1,36.6,63.3,282.6,2.3,38.6,143.9,3.7,1.7,75.1,426.4,5.7,12.7,8.6,2.3,23.6,6.7,66.6,0.7,1.4,2.1
110,Houston,7,31.7,21.0,34.3,61.3,253.6,2.1,37.0,147.9,4.0,1.4,71.3,401.4,5.6,11.0,9.7,2.3,23.0,4.0,36.6,0.4,1.0,1.4
111,Massachusetts,7,32.0,14.3,26.4,54.1,202.9,1.7,38.7,182.6,4.7,2.4,65.1,385.4,5.9,9.0,8.3,3.4,20.7,5.6,48.1,0.7,1.1,1.9
112,Kent State,8,32.1,21.9,31.5,69.4,287.9,2.1,40.1,166.9,4.2,1.8,71.6,454.8,6.3,12.6,9.1,1.5,23.3,4.9,39.0,0.5,0.5,1.0
113,North Carolina,7,32.4,25.0,36.6,68.4,290.0,2.6,39.4,186.3,4.7,1.7,76.0,476.3,6.3,12.7,10.9,2.9,26.4,6.7,57.6,0.4,0.7,1.1
114,Tulsa,7,32.4,14.0,26.4,53.0,164.7,1.6,43.1,217.4,5.0,1.9,69.6,382.1,5.5,7.1,10.4,1.7,19.3,6.9,65.7,0.7,0.6,1.3
115,Arkansas,7,32.6,22.0,36.9,59.7,315.7,1.9,33.4,142.0,4.2,2.4,70.3,457.7,6.5,12.7,7.1,3.1,23.0,7.1,61.4,0.7,0.6,1.3
116,Northern Illinois,8,33.0,20.0,31.1,64.3,268.3,3.1,33.5,120.9,3.6,0.9,64.6,389.1,6.0,13.0,6.6,1.6,21.3,4.3,38.6,0.5,0.8,1.3
117,Georgia State,6,33.3,20.7,32.0,64.6,258.3,2.2,41.3,180.0,4.4,1.7,73.3,438.3,6.0,10.8,11.0,2.5,24.3,4.5,48.3,0.8,1.7,2.5
118,Florida International,7,33.7,22.6,35.0,64.5,268.7,2.1,35.4,160.6,4.5,2.0,70.4,429.3,6.1,12.4,8.3,2.1,22.9,5.9,49.4,1.0,0.7,1.7
119,West Virginia,7,33.7,19.3,32.1,60.0,275.7,2.1,35.0,130.1,3.7,1.9,67.1,405.9,6.0,12.3,7.9,1.9,22.0,7.4,70.0,0.6,0.3,0.9
120,Ohio,8,34.4,25.9,37.6,68.8,335.0,2.4,36.5,174.6,4.8,1.9,74.1,509.6,6.9,15.6,8.4,1.6,25.6,6.8,61.4,1.0,0.8,1.8
121,Hawaii,8,34.5,18.5,29.6,62.4,223.3,1.4,36.5,211.1,5.8,2.6,66.1,434.4,6.6,10.5,10.1,1.8,22.4,4.8,46.3,0.6,0.8,1.4
122,North Texas,8,34.5,23.0,36.8,62.6,283.4,2.0,40.6,188.3,4.6,1.9,77.4,471.6,6.1,12.3,10.6,1.6,24.5,5.8,55.3,0.5,0.5,1.0
123,Bowling Green State,8,34.6,24.9,35.9,69.3,270.3,2.4,35.9,160.9,4.5,1.8,71.8,431.1,6.0,12.6,7.6,1.6,21.9,6.8,58.5,1.4,0.6,2.0
124,Arizona,7,36.3,21.1,29.7,71.2,246.7,2.0,35.7,207.4,5.8,2.9,65.4,454.1,6.9,11.1,11.1,1.9,24.1,5.7,55.1,0.7,0.3,1.0
125,Vanderbilt,8,36.6,23.6,35.5,66.5,317.8,2.6,34.9,152.8,4.4,2.0,70.4,470.5,6.7,13.5,8.0,1.9,23.4,5.5,47.0,1.1,0.5,1.6
126,Louisiana-Monroe,8,37.6,19.4,28.8,67.4,243.1,1.6,38.3,185.8,4.9,2.6,67.0,428.9,6.4,11.0,9.0,1.0,21.0,6.9,67.4,0.1,0.6,0.8
127,South Florida,7,37.6,21.7,31.0,70.0,267.0,1.9,38.7,220.9,5.7,2.9,69.7,487.9,7.0,12.9,10.7,1.4,25.0,4.4,37.7,0.9,0.9,1.7
128,Akron,8,38.3,18.0,27.8,64.9,264.4,2.0,40.0,199.3,5.0,2.8,67.8,463.6,6.8,10.6,10.5,1.8,22.9,8.0,61.5,0.4,0.6,1.0
129,Colorado,7,38.7,18.1,28.6,63.5,219.6,2.1,40.9,253.7,6.2,2.7,69.4,473.3,6.8,10.6,13.6,1.1,25.3,6.1,52.4,0.9,0.3,1.1
130,Louisiana Tech,7,39.3,16.9,31.4,53.6,225.0,2.0,41.6,265.3,6.4,2.7,73.0,490.3,6.7,9.7,13.1,1.7,24.6,8.4,79.9,1.3,1.0,2.3
131,Charlotte,8,43.3,19.0,26.1,72.7,280.9,2.3,45.0,243.3,5.4,3.0,71.1,524.1,7.4,11.6,12.4,2.5,26.5,7.5,62.4,0.4,0.6,1.0
